#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_Volume_6_30_L-r002.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1258573.25
1,0.016,1291793.125
2,0.027,1295904.125
3,0.038,1533865.375
4,0.049,2054958.25
5,0.060,2598439
6,0.071,2932147
7,0.082,2957435.75
8,0.093,2603544
9,0.104,1993972.125
10,0.115,1482688
11,0.126,1224443.25
12,0.137,1169463.875
13,0.147,1187705.25
14,0.158,1225975.5
15,0.169,1256407.875
16,0.180,1276829.5
17,0.191,1294000.125
18,0.202,1309897.875
19,0.213,1316447.75
20,0.224,1323133.75
21,0.235,1331070.125
22,0.246,1332647.375
23,0.257,1337994.375
24,0.268,1331095.125
25,0.279,1318399.75
26,0.290,1300195.125
27,0.301,1288448.5
28,0.312,1278118.75
29,0.323,1288371.5
30,0.334,1280420
31,0.345,1175731.625
32,0.355,960905.75
33,0.366,693524.0625
34,0.377,417020.90625
35,0.388,188774.75
36,0.399,81504.7890625
37,0.410,81842.3828125
38,0.421,144509.296875
39,0.432,247576.09375
40,0.443,386020.1875
41,0.454,540596.625
42,0.465,686933.875
43,0.476,813937.75
44,0.487,912636.875
45,0.498,984558.375
46,0.509,1042598.875
47,0.520,1094446.125
48,0.531,1128752.375
49,0.542,1159599.5
50,0.552,1181396.375
51,0.563,1192258.25
52,0.574,1192350.125
53,0.585,1183964.125
54,0.596,1166270.25
55,0.607,1152344.25
56,0.618,1149316.125
57,0.629,1155141.25
58,0.640,1172628.5
59,0.651,1197347.5
60,0.662,1222870.375
61,0.673,1248394.125
62,0.684,1273787.75
63,0.695,1294217.5
64,0.706,1302299.5
65,0.717,1304357.375
66,0.728,1303997.75
67,0.739,1303058.75
68,0.750,1294920.375
69,0.760,1293624.75
70,0.771,1285406.75
71,0.782,1279335.125
72,0.793,1278277.125
73,0.804,1288990.625
74,0.815,1295597.875
75,0.826,1303673.875
76,0.837,1302366.625
77,0.848,1301370.375
78,0.859,1299324.25
79,0.870,1298405.5
80,0.881,1301523.5
81,0.892,1306310.125
82,0.903,1305717
83,0.914,1307582.875
84,0.925,1336341.875
85,0.936,1382027.5
86,0.947,1446975.125
87,0.957,1520425.875
88,0.968,1577911.75
89,0.979,1601628.625
90,0.990,1603045.5
91,1.001,1592241.75
92,1.012,1569984.25
93,1.023,1558915.75
94,1.034,1545425.25
95,1.045,1546613.5
96,1.056,1537551.625
97,1.067,1540581.125
98,1.078,1533078.875
99,1.089,1538281.25
100,1.100,1534873.375
101,1.111,1544106.625
102,1.122,1545280.75
103,1.133,1554606.375
104,1.144,1563083.25
105,1.155,1571180.125
106,1.165,1575648.875
107,1.176,1579641.25
108,1.187,1574912.125
109,1.198,1558091.125
110,1.209,1537297.375
111,1.220,1512297.875
112,1.231,1482216.625
113,1.242,1457515
114,1.253,1442727.75
115,1.264,1440759
