#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_Volume_5_25_H-r002.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1287171.75
1,0.016,1295309.125
2,0.027,1291828.125
3,0.038,1528244.25
4,0.049,2007678.5
5,0.060,2527472.75
6,0.071,2843888.5
7,0.082,2874237.75
8,0.093,2524523
9,0.104,1950216.75
10,0.115,1458887.75
11,0.126,1220122.5
12,0.137,1170734.625
13,0.147,1206033.625
14,0.158,1251077.5
15,0.169,1284618.75
16,0.180,1303410.625
17,0.191,1314973.625
18,0.202,1311270.875
19,0.213,1311608.25
20,0.224,1303421.125
21,0.235,1291156.625
22,0.246,1268490.5
23,0.257,1251277.75
24,0.268,1242478.625
25,0.279,1249943.5
26,0.290,1267604
27,0.301,1299370.25
28,0.312,1325656.125
29,0.323,1342174.75
30,0.334,1326855.125
31,0.345,1213010.625
32,0.355,987636.5
33,0.366,712218.4375
34,0.377,431294.75
35,0.388,202018.734375
36,0.399,94616.84375
37,0.410,101540.625
38,0.421,172320.46875
39,0.432,288659.21875
40,0.443,439852.84375
41,0.454,602521.5
42,0.465,750631.625
43,0.476,872952.875
44,0.487,961975
45,0.498,1021460.5625
46,0.509,1067901
47,0.520,1106343.25
48,0.531,1131184.75
49,0.542,1149984
50,0.552,1149559.375
51,0.563,1138395.625
52,0.574,1126626
53,0.585,1124312.5
54,0.596,1121931.125
55,0.607,1138689.25
56,0.618,1162978.125
57,0.629,1187178.375
58,0.640,1207205.5
59,0.651,1232985
60,0.662,1253735.5
61,0.673,1268421.25
62,0.684,1286891.5
63,0.695,1299144.625
64,0.706,1301570
65,0.717,1293949
66,0.728,1281664.5
67,0.739,1267573.875
68,0.750,1254439.625
69,0.760,1257432.75
70,0.771,1265045
71,0.782,1273200.25
72,0.793,1278094.125
73,0.804,1284188.625
74,0.815,1281081.75
75,0.826,1276982.75
76,0.837,1273601.75
77,0.848,1273944.25
78,0.859,1273516.125
79,0.870,1258220.625
80,0.881,1242731.75
81,0.892,1230543.5
82,0.903,1216028.125
83,0.914,1223081.875
84,0.925,1267349.875
85,0.936,1330239.75
86,0.947,1404248.375
87,0.957,1482448.375
88,0.968,1535465.125
89,0.979,1556978.375
90,0.990,1559470.875
91,1.001,1548541.875
92,1.012,1530473.25
93,1.023,1512978.375
94,1.034,1499620.625
95,1.045,1492391.75
96,1.056,1490591.75
97,1.067,1501027.25
98,1.078,1510692.625
99,1.089,1522057.125
100,1.100,1529142.625
101,1.111,1540042.625
102,1.122,1543915.625
103,1.133,1552280.75
104,1.144,1556074.25
105,1.155,1554866.5
106,1.165,1548304.375
107,1.176,1533244.75
108,1.187,1512033.25
109,1.198,1476916.875
110,1.209,1446747.75
