#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_Volume_3_15_H-r001.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1247023.25
1,0.016,1265016.625
2,0.027,1281950.625
3,0.038,1517619.75
4,0.049,2035684
5,0.060,2546538
6,0.071,2836269
7,0.082,2839918
8,0.093,2474885.25
9,0.104,1874764.75
10,0.115,1399805.875
11,0.126,1175500.375
12,0.137,1130231.625
13,0.147,1147446.125
14,0.158,1178314.375
15,0.169,1203831.625
16,0.180,1215693.625
17,0.191,1219144.125
18,0.202,1219721.25
19,0.213,1218185.25
20,0.224,1218887.5
21,0.235,1213887
22,0.246,1209959
23,0.257,1205641.125
24,0.268,1201450.875
25,0.279,1203575.625
26,0.290,1217494.375
27,0.301,1236485
28,0.312,1258051.75
29,0.323,1277117.25
30,0.334,1269244.75
31,0.345,1177868.25
32,0.355,982659.1875
33,0.366,731465.25
34,0.377,469065.03125
35,0.388,254144.296875
36,0.399,150672.515625
37,0.410,168528.328125
38,0.421,268965.875
39,0.432,423361.5625
40,0.443,604048.1875
41,0.454,783626
42,0.465,929745.375
43,0.476,1041784.625
44,0.487,1104732.25
45,0.498,1143176.5
46,0.509,1171929.25
47,0.520,1192366.375
48,0.531,1195923.875
49,0.542,1205884.125
50,0.552,1198147.625
51,0.563,1179927.875
52,0.574,1166523.25
53,0.585,1162089.625
54,0.596,1154884
55,0.607,1164726.75
56,0.618,1183419.5
57,0.629,1203210.5
58,0.640,1222953.25
59,0.651,1246779.5
60,0.662,1265955.375
61,0.673,1276175.25
62,0.684,1282352.25
63,0.695,1277492.25
64,0.706,1267798.75
65,0.717,1255013.875
66,0.728,1244870
67,0.739,1236692.625
68,0.750,1241012.75
69,0.760,1243040.75
70,0.771,1247530.625
71,0.782,1254979.875
72,0.793,1260243.25
73,0.804,1263527.5
74,0.815,1266247.75
75,0.826,1268962.625
76,0.837,1268305.875
77,0.848,1269882.625
78,0.859,1263331.875
79,0.870,1252298.875
80,0.881,1229257
81,0.892,1207584.875
82,0.903,1192388.25
83,0.914,1192010.625
84,0.925,1218477.5
85,0.936,1269801
86,0.947,1333917.875
87,0.957,1401057.375
88,0.968,1459871.625
89,0.979,1490404.125
90,0.990,1499162.125
91,1.001,1502136.125
92,1.012,1492775.75
93,1.023,1477440
94,1.034,1472912.125
95,1.045,1460452.125
96,1.056,1446994
97,1.067,1444985.75
98,1.078,1456427.5
99,1.089,1462515.5
100,1.100,1483510.875
101,1.111,1494601.125
102,1.122,1504471.25
103,1.133,1506187.5
104,1.144,1517999.125
105,1.155,1523355.25
106,1.165,1528532.375
107,1.176,1517331.625
108,1.187,1499473.5
109,1.198,1464671.625
110,1.209,1429167.125
111,1.220,1407353.75
112,1.231,1413156.875
113,1.242,1416204.875
114,1.253,1434434.5
115,1.264,1452521.375
116,1.275,1466374.5
117,1.286,1467733.5
118,1.297,1478698.625
119,1.308,1480650.5
120,1.319,1487449.25
121,1.330,1490781.5
122,1.341,1494211.625
123,1.352,1494972.875
124,1.362,1507016.75
125,1.373,1513600.875
126,1.384,1540080.125
127,1.395,1573546.875
128,1.406,1614263.75
129,1.417,1651347.375
130,1.428,1709523.75
131,1.439,1777548.25
132,1.450,1902192.125
133,1.461,2073707.625
134,1.472,2270906.5
135,1.483,2465013.75
136,1.494,2638066.5
137,1.505,2750583
138,1.516,2800580
139,1.527,2840292
140,1.538,2897311
141,1.549,2980623.5
142,1.560,3101714.25
143,1.570,3246661.75
144,1.581,3389343.5
145,1.592,3480745
146,1.603,3536491.25
147,1.614,3557996.5
148,1.625,3577889.25
149,1.636,3574002.25
150,1.647,3590371.5
151,1.658,3591695.5
152,1.669,3574330.25
153,1.680,3520534.25
154,1.691,3482122.5
155,1.702,3438269.75
156,1.713,3414837
157,1.724,3410626.75
158,1.735,3418415
159,1.746,3404172
160,1.757,3396859
161,1.767,3381764
162,1.778,3355197.75
163,1.789,3327066.25
164,1.800,3299635.5
165,1.811,3249649.25
166,1.822,3185101.75
167,1.833,3108456.5
168,1.844,3021292
169,1.855,2936074.25
170,1.866,2890449.5
171,1.877,2883769.5
172,1.888,2898119.25
173,1.899,2931888.25
174,1.910,2973514.25
175,1.921,3006411.75
176,1.932,3027700.25
177,1.943,3055834.5
178,1.954,3093776
179,1.964,3135835.75
180,1.975,3177393.5
181,1.986,3242203
182,1.997,3316420.75
183,2.008,3416835.5
184,2.019,3521160.5
185,2.030,3690031.5
186,2.041,3882140.75
187,2.052,4130490
188,2.063,4360484
189,2.074,4628507
190,2.085,4897073
191,2.096,5194052.5
192,2.107,5505964.5
193,2.118,5823420.5
194,2.129,6132958.5
195,2.140,6391653
196,2.151,6615482
197,2.162,6794502
198,2.172,7013138.5
199,2.183,7221697
200,2.194,7458114
201,2.205,7727916.5
202,2.216,8037106.5
203,2.227,8287022
204,2.238,8498183
205,2.249,8640043
206,2.260,8725293
207,2.271,8770449
208,2.282,8800955
209,2.293,8794661
210,2.304,8808904
211,2.315,8800885
212,2.326,8746808
213,2.337,8714390
214,2.348,8673981
215,2.359,8593011
216,2.369,8476781
217,2.380,8364935
218,2.391,8203965.5
219,2.402,8005163
220,2.413,7695828.5
221,2.424,7267757.5
222,2.435,6736704.5
223,2.446,6222014.5
224,2.457,5729470.5
225,2.468,5389430
226,2.479,5171246
227,2.490,5069990
228,2.501,4952020
229,2.512,4839345.5
230,2.523,4706270.5
231,2.534,4571227
232,2.545,4384204
233,2.556,4208474
234,2.567,4032000.25
235,2.577,3851101
236,2.588,3689575.5
237,2.599,3555881.75
238,2.610,3451876
239,2.621,3360487.5
240,2.632,3265180
241,2.643,3170602.25
242,2.654,3084801.25
243,2.665,2992051
244,2.676,2913644.25
245,2.687,2840741.75
246,2.698,2766312
247,2.709,2692127.75
248,2.720,2627676
249,2.731,2560413.75
250,2.742,2500170.75
251,2.753,2452739.75
252,2.764,2407975.75
253,2.774,2361002.5
254,2.785,2317866.25
255,2.796,2269031
256,2.807,2237623.5
257,2.818,2213554.75
258,2.829,2209903.5
259,2.840,2218800.5
260,2.851,2225087.5
261,2.862,2240923.25
262,2.873,2256027.75
263,2.884,2260142
264,2.895,2265779
265,2.906,2275609.5
266,2.917,2273371.25
267,2.928,2275076.25
268,2.939,2282461.5
269,2.950,2291004.75
270,2.961,2293506
271,2.972,2298505.75
272,2.982,2305687.25
273,2.993,2320092
274,3.004,2324790.5
275,3.015,2330148.25
276,3.026,2330127.75
277,3.037,2336446.75
278,3.048,2331832.25
279,3.059,2346395
280,3.070,2373089.25
281,3.081,2433733.25
282,3.092,2627973
283,3.103,2939867
284,3.114,3250319.5
285,3.125,3553455
286,3.136,3787687.25
287,3.147,3867425.5
288,3.158,3830077.5
289,3.169,3775400.5
290,3.179,3674789
291,3.190,3565251.75
292,3.201,3458219
293,3.212,3377579
