#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_Volume_6_30_H-r001.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1252720.875
1,0.016,1266682.375
2,0.027,1284571.875
3,0.038,1479631.75
4,0.049,1962759.875
5,0.060,2493290
6,0.071,2822517.25
7,0.082,2873848
8,0.093,2561662
9,0.104,1993710.25
10,0.115,1496404.875
11,0.126,1250657.25
12,0.137,1190819.625
13,0.147,1208512.5
14,0.158,1231019.25
15,0.169,1242928.75
16,0.180,1241834.5
17,0.191,1236520.375
18,0.202,1234907
19,0.213,1246807.25
20,0.224,1265396.375
21,0.235,1284784.25
22,0.246,1308001.5
23,0.257,1324050.375
24,0.268,1338054.375
25,0.279,1353211.5
26,0.290,1367501.25
27,0.301,1375071.875
28,0.312,1378877.875
29,0.323,1371794.875
30,0.334,1340881
31,0.345,1210494.25
32,0.355,976991.75
33,0.366,698002.6875
34,0.377,418643.5
35,0.388,187802.8125
36,0.399,81310.984375
37,0.410,85853.828125
38,0.421,150085.890625
39,0.432,260522.71875
40,0.443,402950.28125
41,0.454,561433.125
42,0.465,709020.0625
43,0.476,821706.875
44,0.487,897652.875
45,0.498,940131.8125
46,0.509,970394.3125
47,0.520,997088.625
48,0.531,1028396.5625
49,0.542,1059369.75
50,0.552,1092018
51,0.563,1122429.25
52,0.574,1146405.25
53,0.585,1168547.25
54,0.596,1184095.125
55,0.607,1195389
56,0.618,1200105.75
57,0.629,1209675.25
58,0.640,1216618.625
59,0.651,1229426.375
60,0.662,1241650.125
61,0.673,1251627.375
62,0.684,1260787.125
63,0.695,1267261.5
64,0.706,1274515
65,0.717,1276198.75
66,0.728,1275462.75
67,0.739,1274268.375
68,0.750,1271588.125
69,0.760,1267921.25
70,0.771,1277426
71,0.782,1279822.875
72,0.793,1269943.75
73,0.804,1261166.125
74,0.815,1248090.625
75,0.826,1234750.125
76,0.837,1235483
77,0.848,1247553.75
78,0.859,1259095.5
79,0.870,1269918.5
80,0.881,1282483.5
81,0.892,1287432.5
82,0.903,1296579
83,0.914,1317199.5
84,0.925,1360536.125
85,0.936,1426079.625
86,0.947,1500694.125
87,0.957,1562515.75
88,0.968,1596546
89,0.979,1602525.75
90,0.990,1580804
91,1.001,1559372
92,1.012,1542084
93,1.023,1536920.125
94,1.034,1534031.125
95,1.045,1534263
96,1.056,1535359
97,1.067,1540624.625
98,1.078,1544466.375
99,1.089,1546774
100,1.100,1548388.375
101,1.111,1540948.25
102,1.122,1517320.75
103,1.133,1493721.375
104,1.144,1473363
105,1.155,1459088.75
106,1.165,1454526.875
107,1.176,1468198.375
108,1.187,1477340.875
109,1.198,1490512.375
110,1.209,1501208.25
111,1.220,1506949.875
112,1.231,1504447.125
113,1.242,1508266.625
114,1.253,1514212
115,1.264,1514557.125
116,1.275,1517337.25
117,1.286,1512848.25
118,1.297,1504153.125
119,1.308,1492861.75
120,1.319,1493599.5
121,1.330,1494848.25
122,1.341,1504608.625
123,1.352,1517090
124,1.362,1535734
125,1.373,1553015.75
126,1.384,1584113.375
127,1.395,1618336.875
128,1.406,1659586.5
129,1.417,1695023.5
130,1.428,1731645.875
131,1.439,1771453.75
132,1.450,1874701.25
133,1.461,2026028.625
134,1.472,2238113.25
135,1.483,2465550.75
136,1.494,2692616.75
137,1.505,2863713.5
138,1.516,3003232.5
139,1.527,3116535
140,1.538,3267346.25
141,1.549,3426014.75
142,1.560,3585508.75
143,1.570,3711245.75
144,1.581,3800942.25
145,1.592,3820596.5
146,1.603,3795112
147,1.614,3757758.75
148,1.625,3734649.5
149,1.636,3714501.75
150,1.647,3700038.75
151,1.658,3689524.5
152,1.669,3671737.25
153,1.680,3647081.25
154,1.691,3608775.25
155,1.702,3566105.25
156,1.713,3532297.75
157,1.724,3485558.75
158,1.735,3436066.75
159,1.746,3385135.5
160,1.757,3308665.25
161,1.767,3205128
162,1.778,3124538.5
163,1.789,3038892.75
164,1.800,2986971.5
165,1.811,2979251.5
166,1.822,2990554.5
167,1.833,3002493
168,1.844,3016903.25
169,1.855,3022902.5
170,1.866,3009038.5
171,1.877,2995680.5
172,1.888,2977271.5
173,1.899,2959979.75
174,1.910,2931199.25
175,1.921,2919675.75
176,1.932,2908534.5
177,1.943,2898847
178,1.954,2913691
179,1.964,2955810.5
180,1.975,3022268
181,1.986,3114584.25
182,1.997,3231628.5
183,2.008,3367061.75
184,2.019,3526700.75
185,2.030,3700440
186,2.041,3880666.5
187,2.052,4060306.5
188,2.063,4221224
189,2.074,4338468
190,2.085,4468202
191,2.096,4617840.5
192,2.107,4831408.5
193,2.118,5131981
194,2.129,5502956
195,2.140,5916715.5
196,2.151,6357561.5
197,2.162,6743740.5
198,2.172,7088165
199,2.183,7391024.5
200,2.194,7621909
201,2.205,7802507.5
202,2.216,7972562
203,2.227,8068375
204,2.238,8148747.5
205,2.249,8227529.5
206,2.260,8308693
207,2.271,8353058
208,2.282,8425624
209,2.293,8448815
210,2.304,8468560
211,2.315,8452044
212,2.326,8441269
213,2.337,8413675
214,2.348,8378702
215,2.359,8264359.5
216,2.369,8140045.5
217,2.380,7946357.5
218,2.391,7673701.5
219,2.402,7279789.5
220,2.413,6770914.5
221,2.424,6115661
222,2.435,5494144.5
223,2.446,4969632
224,2.457,4644306.5
225,2.468,4513910.5
226,2.479,4550677
227,2.490,4589798.5
228,2.501,4603640
229,2.512,4545190.5
230,2.523,4423489
231,2.534,4221547
232,2.545,3999392.25
233,2.556,3765322.5
234,2.567,3562477.25
235,2.577,3381103.25
236,2.588,3236040.75
237,2.599,3111818.25
238,2.610,3010072
239,2.621,2919383
240,2.632,2827413.25
241,2.643,2761227.75
242,2.654,2690010.75
243,2.665,2621077
244,2.676,2555893
245,2.687,2502637
246,2.698,2429880.25
247,2.709,2367437.25
248,2.720,2304340.25
249,2.731,2249741.5
250,2.742,2207183.5
251,2.753,2186676
252,2.764,2174311
253,2.774,2175992.5
254,2.785,2189017.5
255,2.796,2202001.25
256,2.807,2211813
257,2.818,2220508.75
258,2.829,2221653.25
259,2.840,2220521.75
260,2.851,2228797
261,2.862,2225443.25
262,2.873,2212910
263,2.884,2207390.75
264,2.895,2200224
265,2.906,2191606.5
266,2.917,2201382.5
267,2.928,2217188.5
268,2.939,2231523.25
269,2.950,2250040.75
270,2.961,2265003
271,2.972,2269239.25
272,2.982,2274385.5
273,2.993,2263897
274,3.004,2255249
275,3.015,2245683.5
276,3.026,2237122
277,3.037,2225731
278,3.048,2240693
279,3.059,2258948.25
280,3.070,2290208.5
281,3.081,2366497.25
282,3.092,2620175.75
283,3.103,2940326
284,3.114,3249904
285,3.125,3537133.25
286,3.136,3763524.75
287,3.147,3819355.25
288,3.158,3823873.5
289,3.169,3833055.75
290,3.179,3801119.25
291,3.190,3718132.75
292,3.201,3609832.5
293,3.212,3518682.5
294,3.223,3421678
295,3.234,3338219.5
296,3.245,3262776.25
297,3.256,3204432.75
298,3.267,3140585.5
299,3.278,3097298.75
300,3.289,3060373.25
301,3.300,3040446
302,3.311,3017250.5
303,3.322,2995377.5
304,3.333,2981421.25
305,3.344,2966776.5
306,3.355,2940600.75
307,3.366,2920439
308,3.376,2904281.75
309,3.387,2891561.5
310,3.398,2895177.75
311,3.409,2920447.5
312,3.420,2951379.75
313,3.431,2984528.25
314,3.442,3016480.75
315,3.453,3037201.5
316,3.464,3042183.25
317,3.475,3051759.5
318,3.486,3047629.25
319,3.497,3030182.25
320,3.508,3025739.75
321,3.519,3014258.25
322,3.530,2957834.25
