#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_Volume_4_20_L-r001.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1262581
1,0.016,1267433.875
2,0.027,1272310.75
3,0.038,1491784.875
4,0.049,1950707
5,0.060,2425063.25
6,0.071,2707785.5
7,0.082,2725616.25
8,0.093,2388253
9,0.104,1840896.125
10,0.115,1393301.75
11,0.126,1170013
12,0.137,1133680.375
13,0.147,1164929.5
14,0.158,1214994.125
15,0.169,1251109.75
16,0.180,1273494.375
17,0.191,1273852.625
18,0.202,1257152.625
19,0.213,1237738.5
20,0.224,1226022.625
21,0.235,1226675.5
22,0.246,1234685.25
23,0.257,1262475.75
24,0.268,1289031.625
25,0.279,1304697.75
26,0.290,1321474.25
27,0.301,1331146.75
28,0.312,1331391.5
29,0.323,1219361.25
30,0.334,1172158
31,0.345,1042352.25
32,0.355,835732.875
33,0.366,593191.875
34,0.377,431103.90625
35,0.388,211175.734375
36,0.399,108642.3671875
37,0.410,117939.9453125
38,0.421,192766.875
39,0.432,316255.625
40,0.443,470708.21875
41,0.454,631424.1875
42,0.465,778162.625
43,0.476,895911.3125
44,0.487,976598.25
45,0.498,1033772.25
46,0.509,1070797
47,0.520,1088618.125
48,0.531,1090490.625
49,0.542,1090122.375
50,0.552,1084023.25
51,0.563,1087869
52,0.574,1102305.625
53,0.585,1121662.375
54,0.596,1142532.125
55,0.607,1170171
56,0.618,1190095.625
57,0.629,1204548
58,0.640,1215106.75
59,0.651,1220165
60,0.662,1230907.5
61,0.673,1238257.5
62,0.684,1243991.25
63,0.695,1245966.5
64,0.706,1244926.625
65,0.717,1244064.125
66,0.728,1254394.75
67,0.739,1269082.375
68,0.750,1283565.75
69,0.760,1290199.125
70,0.771,1290995.25
71,0.782,1291329.375
72,0.793,1288875.5
73,0.804,1287221.875
74,0.815,1285325.875
75,0.826,1269749
76,0.837,1251824.125
77,0.848,1232905.875
78,0.859,1218377.5
79,0.870,1214109.625
80,0.881,1221191
81,0.892,1236712.5
82,0.903,1259081.875
83,0.914,1294666.625
84,0.925,1341823.125
85,0.936,1400183.5
86,0.947,1468686.875
87,0.957,1524001.75
88,0.968,1562826.875
89,0.979,1575337.875
90,0.990,1567083
91,1.001,1536563.25
92,1.012,1508313.375
93,1.023,1481105.25
94,1.034,1465022
95,1.045,1457554.875
96,1.056,1468111.125
97,1.067,1482446
98,1.078,1498188.375
99,1.089,1512920.25
100,1.100,1527250.875
101,1.111,1537104.875
102,1.122,1541382
103,1.133,1541268.625
104,1.144,1532779
105,1.155,1509670.125
106,1.165,1484187.625
107,1.176,1459053.5
108,1.187,1440524.875
109,1.198,1431236.25
110,1.209,1436305.375
111,1.220,1444137.375
112,1.231,1458367.25
113,1.242,1468437.75
114,1.253,1471561.375
115,1.264,1470915
116,1.275,1468518.5
117,1.286,1470834.5
118,1.297,1470626
119,1.308,1478151.25
120,1.319,1484123
121,1.330,1488301.375
122,1.341,1486852
123,1.352,1496790.375
124,1.362,1512429.375
125,1.373,1534030.875
126,1.384,1563728.125
127,1.395,1604023.5
128,1.406,1642149.375
129,1.417,1674039.5
