#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_Volume_4_20_L-r002.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1209074.125
1,0.016,1207707.5
2,0.027,1240849.875
3,0.038,1497297.25
4,0.049,2102461.5
5,0.060,2753910.5
6,0.071,3144761.5
7,0.082,3194809.5
8,0.093,2799343
9,0.104,2092793.75
10,0.115,1490757.375
11,0.126,1196509.625
12,0.137,1119698.125
13,0.147,1129603.375
14,0.158,1150238.5
15,0.169,1165108.875
16,0.180,1175344.625
17,0.191,1188334.125
18,0.202,1200738.375
19,0.213,1217116.125
20,0.224,1237662
21,0.235,1254280
22,0.246,1267043
23,0.257,1279369.75
24,0.268,1289135.5
25,0.279,1294413.75
26,0.290,1298997
27,0.301,1308451.5
28,0.312,1309529.875
29,0.323,1309833.25
30,0.334,1285706
31,0.345,1185435.375
32,0.355,980659
33,0.366,723452.4375
34,0.377,454133.4375
35,0.388,232012.25
36,0.399,115106.4453125
37,0.410,115967.2265625
38,0.421,188388.328125
39,0.432,309949.875
40,0.443,465080.71875
41,0.454,624953.875
42,0.465,765376.6875
43,0.476,868406.125
44,0.487,935981.5625
45,0.498,978431.25
46,0.509,1015235.125
47,0.520,1053851
48,0.531,1094213.25
49,0.542,1127222
50,0.552,1153760.25
51,0.563,1176298.625
52,0.574,1191896.625
53,0.585,1199874.5
54,0.596,1208448.25
55,0.607,1210569.625
56,0.618,1216239.25
57,0.629,1214489.375
58,0.640,1220581
59,0.651,1220057
60,0.662,1232120.25
61,0.673,1239697.75
62,0.684,1259638.125
63,0.695,1274902.625
64,0.706,1291333.875
65,0.717,1290926.75
66,0.728,1290925.75
67,0.739,1292663.5
68,0.750,1295012.5
69,0.760,1292043.875
70,0.771,1289842.75
71,0.782,1278425.25
72,0.793,1259274.5
73,0.804,1243433.875
74,0.815,1234705
75,0.826,1233811.625
76,0.837,1240012.875
77,0.848,1253775.125
78,0.859,1266742.75
79,0.870,1279059.5
80,0.881,1283698.75
81,0.892,1285710.5
82,0.903,1285120
83,0.914,1305816.125
84,0.925,1345533.5
85,0.936,1396754.5
86,0.947,1449820.25
87,0.957,1494059.625
88,0.968,1503407.75
89,0.979,1498700.25
90,0.990,1489311.625
91,1.001,1481329.125
