#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_B07-r002.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1284296.5
1,0.016,1295794.75
2,0.027,1309160
3,0.038,1482413.25
4,0.049,1907645.875
5,0.060,2365826.75
6,0.071,2631960.25
7,0.082,2657238.5
8,0.093,2358897
9,0.104,1844067.125
10,0.115,1405849.75
11,0.126,1201762.375
12,0.137,1174489.625
13,0.147,1206009.875
14,0.158,1242630
15,0.169,1277880.75
16,0.180,1291145.625
17,0.191,1286039.75
18,0.202,1286795.625
19,0.213,1284299.25
20,0.224,1285630.125
21,0.235,1296199.625
22,0.246,1308030.625
23,0.257,1321627.5
24,0.268,1342432.625
25,0.279,1352892.875
26,0.290,1362018.125
27,0.301,1375093.875
28,0.312,1374829.875
29,0.323,1364856.625
30,0.334,1321925.25
31,0.345,1180661
32,0.355,938910.125
33,0.366,661746.75
34,0.377,386766.65625
35,0.388,175015.015625
36,0.399,83813.84375
37,0.410,94992.5703125
38,0.421,167190.625
39,0.432,284115.90625
40,0.443,433670.125
41,0.454,596220.75
42,0.465,740925.625
43,0.476,857708.0625
44,0.487,937374.125
45,0.498,988532.25
46,0.509,1020208.875
47,0.520,1047566.875
48,0.531,1070854.25
49,0.542,1093625
50,0.552,1114347.625
51,0.563,1139178.625
52,0.574,1163673.25
53,0.585,1184016.625
54,0.596,1201965.5
55,0.607,1216594.125
56,0.618,1232581.875
57,0.629,1243663
58,0.640,1257691.625
59,0.651,1270036.875
60,0.662,1274581.125
61,0.673,1272663
62,0.684,1272509.25
63,0.695,1270027.375
64,0.706,1276297
65,0.717,1288424.5
66,0.728,1296631.875
67,0.739,1314696.375
68,0.750,1326642.875
69,0.760,1333607.75
70,0.771,1341765.75
71,0.782,1352890.375
72,0.793,1354617.25
73,0.804,1354310.125
74,0.815,1349231
75,0.826,1331747.125
76,0.837,1316831
77,0.848,1305413.625
78,0.859,1300521.5
79,0.870,1302690.75
80,0.881,1314917.25
81,0.892,1319868.125
82,0.903,1337547.125
83,0.914,1371154.875
84,0.925,1436281
85,0.936,1517819.25
86,0.947,1605655.625
87,0.957,1666913.375
88,0.968,1688772.25
89,0.979,1660501.375
90,0.990,1603687.375
91,1.001,1541484.625
92,1.012,1488336.125
93,1.023,1449819
94,1.034,1433509.5
95,1.045,1436890.125
96,1.056,1452826.625
97,1.067,1475962.5
98,1.078,1503594.5
99,1.089,1521534.625
100,1.100,1523413.375
101,1.111,1520260.25
102,1.122,1515790
103,1.133,1511209.375
104,1.144,1502931
105,1.155,1507819
106,1.165,1502756
107,1.176,1497180.25
108,1.187,1492219.125
109,1.198,1489661.875
110,1.209,1492674.375
111,1.220,1500739.5
112,1.231,1503396.125
113,1.242,1505799.25
114,1.253,1511725.125
115,1.264,1503320.375
116,1.275,1498100.25
117,1.286,1494012.625
118,1.297,1477664.875
119,1.308,1456711.625
120,1.319,1439459.75
121,1.330,1423611
122,1.341,1418264.25
123,1.352,1429348
124,1.362,1446196.125
125,1.373,1476957.875
126,1.384,1520474.5
127,1.395,1557189.25
128,1.406,1598581.25
129,1.417,1639138.375
130,1.428,1678054.625
131,1.439,1745259.625
132,1.450,1871065.25
133,1.461,2028412.5
134,1.472,2216039.75
135,1.483,2402840.5
136,1.494,2542717.25
137,1.505,2628583.5
138,1.516,2672973.25
139,1.527,2743325
140,1.538,2903440.25
141,1.549,3218413.75
142,1.559,3684822.75
143,1.570,4216217
144,1.581,4621298
145,1.592,4833013
146,1.603,4805243
147,1.614,4552466
148,1.625,4209915
149,1.636,3925368.5
150,1.647,3699648.25
151,1.658,3567213
152,1.669,3514768.25
153,1.680,3518199
154,1.691,3529474.25
155,1.702,3564423.25
156,1.713,3595313.25
157,1.724,3620201
158,1.735,3620604.75
159,1.746,3608007.25
160,1.757,3572728.5
161,1.767,3513041
162,1.778,3450436
163,1.789,3366675.75
164,1.800,3296466.25
165,1.811,3227881.75
166,1.822,3197552.25
167,1.833,3161617.25
168,1.844,3140460.5
169,1.855,3119864.25
170,1.866,3097827
171,1.877,3058972.5
172,1.888,3038087
173,1.899,3011187.75
174,1.910,2972403.5
175,1.921,2939629.25
176,1.932,2883350.5
177,1.943,2814914
178,1.954,2761870
179,1.964,2742086.5
180,1.975,2781634.5
181,1.986,2904354.25
182,1.997,3081232.5
183,2.008,3286071.25
184,2.019,3511017.5
185,2.030,3720495.5
186,2.041,3944375
187,2.052,4180184.25
188,2.063,4420314.5
189,2.074,4687706
190,2.085,4983788.5
191,2.096,5281657.5
192,2.107,5557925
193,2.118,5861605.5
194,2.129,6124371.5
195,2.140,6363057
196,2.151,6538201.5
197,2.162,6618980.5
198,2.172,6593541
