#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_Volume_4_20_H-r002.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1275425.75
1,0.016,1247980.125
2,0.027,1264592.875
3,0.038,1488821.25
4,0.049,1973812.75
5,0.060,2475690
6,0.071,2768319.5
7,0.082,2779432.75
8,0.093,2415144.25
9,0.104,1820877.875
10,0.115,1339322.875
11,0.126,1100925.75
12,0.137,1050714.25
13,0.147,1082789.625
14,0.158,1131137.375
15,0.169,1170801
16,0.180,1201781.25
17,0.191,1216117.875
18,0.202,1219156.375
19,0.213,1217104.875
20,0.224,1222338.75
21,0.235,1223649.125
22,0.246,1235280.375
23,0.257,1244689.625
24,0.268,1254529.875
25,0.279,1257542.375
26,0.290,1269673
27,0.301,1281425.75
28,0.312,1288648.25
29,0.323,1296121
30,0.334,1282147.125
31,0.345,1179461.375
32,0.355,970757.5
33,0.366,714284.875
34,0.377,446178.46875
35,0.388,223631.78125
36,0.399,112656.90625
37,0.410,111323.90625
38,0.421,176759.125
39,0.432,289625.90625
40,0.443,430394.75
41,0.454,587427.875
42,0.465,732911.75
43,0.476,852746.375
44,0.487,944736.5625
45,0.498,1009890.0625
46,0.509,1056477
47,0.520,1096553.375
48,0.531,1121295.875
49,0.542,1134459.5
50,0.552,1145736.375
51,0.563,1148968.75
52,0.574,1150437.625
53,0.585,1156162.125
54,0.596,1159389
55,0.607,1163902.625
56,0.618,1175874.5
57,0.629,1188555
58,0.640,1208696.875
59,0.651,1232434.375
60,0.662,1255458.25
61,0.673,1274434.125
62,0.684,1294185.375
63,0.695,1302147.25
64,0.706,1299657.5
65,0.717,1281953
66,0.728,1257326.75
67,0.739,1231470.875
68,0.750,1213457.875
69,0.760,1210697.625
70,0.771,1223933.625
71,0.782,1235788.75
72,0.793,1252325.5
73,0.804,1266680.625
74,0.815,1270685.875
75,0.826,1273179.125
76,0.837,1272724.625
77,0.848,1270085.25
78,0.859,1267278.375
79,0.870,1265612.625
80,0.881,1257617.375
81,0.892,1253723.75
82,0.903,1253696.625
83,0.914,1262690.625
84,0.925,1291540.5
85,0.936,1338825.75
86,0.947,1398237.875
87,0.957,1455325.875
88,0.968,1507145.75
89,0.979,1531218.25
90,0.990,1533804.75
91,1.001,1523332.75
92,1.012,1511269.875
93,1.023,1493444.75
94,1.034,1468927.125
95,1.045,1444638.5
96,1.056,1423062.375
97,1.067,1398824
98,1.078,1389776.625
