#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_B04-r002.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1181087.875
1,0.016,1206096.75
2,0.027,1216729.875
3,0.038,1494545.875
4,0.049,2071980.5
5,0.060,2659292.25
6,0.071,2994841.75
7,0.082,3008585.25
8,0.093,2588625
9,0.104,1916476.125
10,0.115,1372364.25
11,0.126,1103781.875
12,0.137,1046294.125
13,0.147,1067519
14,0.158,1115010.375
15,0.169,1153850.75
16,0.180,1188330.875
17,0.191,1210489.25
18,0.202,1225362.75
19,0.213,1228923.875
20,0.224,1240208.375
21,0.235,1257408.375
22,0.246,1269894.375
23,0.257,1286722.125
24,0.268,1287645
25,0.279,1279794.75
26,0.290,1266365.25
27,0.301,1256225.875
28,0.312,1249154.5
29,0.323,1260659.875
30,0.334,1240172.375
31,0.345,1127256.375
32,0.355,916063.1875
33,0.366,654264.9375
34,0.377,388559.1875
35,0.388,180027.9375
36,0.399,84422.7421875
37,0.410,86193.609375
38,0.421,144226.546875
39,0.432,241978.859375
40,0.443,368308.28125
41,0.454,508375.71875
42,0.465,643563
43,0.476,760811.5625
44,0.487,852449.5625
45,0.498,923421.5
46,0.509,974626.9375
47,0.520,1020563.75
48,0.531,1056288.375
49,0.542,1082823
50,0.552,1104451.625
51,0.563,1128115.75
52,0.574,1135933.875
53,0.585,1135892.125
54,0.596,1133099.5
55,0.607,1129582.625
56,0.618,1127566.125
57,0.629,1135524.375
58,0.640,1155757
59,0.651,1180014.125
60,0.662,1210945.25
61,0.673,1238393.25
62,0.684,1262955.375
63,0.695,1280098.625
64,0.706,1287779.875
65,0.717,1287971
66,0.728,1293804.625
67,0.739,1301705.375
68,0.750,1303500.75
69,0.760,1309803.25
70,0.771,1314087.25
71,0.782,1315482.875
72,0.793,1316830.25
73,0.804,1322542.625
74,0.815,1320056.875
75,0.826,1312453.5
76,0.837,1303904.125
77,0.848,1298014.375
78,0.859,1297424.625
79,0.870,1301838.125
80,0.881,1307296.875
81,0.892,1307452
82,0.903,1312359.875
83,0.914,1331950.125
84,0.925,1375527.125
85,0.936,1427889
86,0.947,1481992.875
87,0.957,1519561.875
88,0.968,1535213.5
89,0.979,1527701.5
90,0.990,1517210
91,1.001,1506069.25
92,1.012,1502796
93,1.023,1501601.875
94,1.034,1510486.625
95,1.045,1518938.375
96,1.056,1520489.5
97,1.067,1512728.75
98,1.078,1504962.375
99,1.089,1495180.125
100,1.100,1492369.375
101,1.111,1489476.375
102,1.122,1488296.625
103,1.133,1485458.625
104,1.144,1483196.125
105,1.155,1485552.125
106,1.165,1492541.25
107,1.176,1494815.25
108,1.187,1496655.125
109,1.198,1496118.625
110,1.209,1486565.5
111,1.220,1472475.75
112,1.231,1451984.25
113,1.242,1426740.375
114,1.253,1398808.625
115,1.264,1383415.625
116,1.275,1380841.375
117,1.286,1390665.875
118,1.297,1408070
119,1.308,1431549.5
120,1.319,1451301.75
121,1.330,1466683.25
122,1.341,1476972.875
123,1.352,1483988.625
124,1.362,1487303.125
125,1.373,1518633.375
126,1.384,1540310.875
127,1.395,1561732.125
128,1.406,1582320.375
129,1.417,1609601.25
130,1.428,1615760.75
131,1.439,1662088.5
132,1.450,1757760.5
133,1.461,1894716.625
134,1.472,2050853.375
135,1.483,2230373.25
136,1.494,2398292.75
137,1.505,2516193
138,1.516,2601286
139,1.527,2668518
140,1.538,2731190.5
141,1.549,2846092.75
142,1.559,3054576.25
143,1.570,3378100.5
144,1.581,3752688.5
145,1.592,4073354
146,1.603,4259765.5
147,1.614,4286298
148,1.625,4188532.25
149,1.636,4045704
150,1.647,3917063.25
151,1.658,3820026.75
152,1.669,3762556.5
153,1.680,3693821.75
154,1.691,3634449.5
155,1.702,3587733
156,1.713,3558409.25
157,1.724,3511544
158,1.735,3481848.5
159,1.746,3468726
160,1.757,3470701.25
161,1.767,3460515.5
162,1.778,3439657.75
163,1.789,3410564.5
164,1.800,3357026.75
165,1.811,3303032
166,1.822,3259633.25
167,1.833,3230451.75
168,1.844,3194782.25
169,1.855,3154532.75
170,1.866,3091406
171,1.877,3018075
172,1.888,2931690.5
173,1.899,2865983.25
174,1.910,2829312
175,1.921,2832523.75
176,1.932,2856628.25
177,1.943,2893808.5
178,1.954,2919756.25
179,1.964,2952185.5
180,1.975,2990475.75
181,1.986,3053459
182,1.997,3151544
183,2.008,3292875.75
