#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_Volume_3_15_H-r003.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1195058.625
1,0.016,1212466.25
2,0.027,1217834.75
3,0.038,1465604.875
4,0.049,1983662.875
5,0.060,2502531
6,0.071,2808911
7,0.082,2831656.5
8,0.093,2463841
9,0.104,1873288
10,0.115,1395052.625
11,0.126,1156998.5
12,0.137,1087945.625
13,0.147,1093128.25
14,0.158,1112287
15,0.169,1132170.5
16,0.180,1148710.125
17,0.191,1165947.125
18,0.202,1184815.25
19,0.213,1203429.5
20,0.224,1221675
21,0.235,1238566.75
22,0.246,1256232.75
23,0.257,1270111.375
24,0.268,1278927.125
25,0.279,1290027.5
26,0.290,1293461.875
27,0.301,1290822.375
28,0.312,1287013.5
29,0.323,1283018.625
30,0.334,1257965.75
31,0.345,1162026.75
32,0.355,968446.375
33,0.366,721368.4375
34,0.377,464035.28125
35,0.388,251652.3125
36,0.399,147866.109375
37,0.410,164452.015625
38,0.421,258179.8125
39,0.432,406329
40,0.443,574616.4375
41,0.454,740350
42,0.465,867773.1875
43,0.476,954661.1875
44,0.487,1011328.25
45,0.498,1050996.25
46,0.509,1084509.625
47,0.520,1123953.625
48,0.531,1155720.875
49,0.542,1171929.25
50,0.552,1187286.375
51,0.563,1194054.5
52,0.574,1197294.875
53,0.585,1199666
54,0.596,1201698.375
55,0.607,1199191.125
56,0.618,1200863.5
57,0.629,1197431.625
58,0.640,1196844.625
59,0.651,1200566.625
60,0.662,1207053.25
61,0.673,1215893.375
62,0.684,1241102.625
63,0.695,1257625.625
64,0.706,1269104.125
65,0.717,1277059.5
66,0.728,1284854.875
67,0.739,1287279.75
68,0.750,1291312.375
69,0.760,1291863.25
70,0.771,1281210.625
71,0.782,1263038.875
72,0.793,1244754.375
73,0.804,1236919.875
74,0.815,1234226.5
75,0.826,1244768
76,0.837,1259203.375
77,0.848,1271934.75
78,0.859,1283836.375
79,0.870,1296540.25
80,0.881,1300264.375
81,0.892,1298070.75
82,0.903,1299178.75
83,0.914,1303821.375
84,0.925,1316154.875
85,0.936,1352954.375
86,0.947,1398134.625
87,0.957,1442511
88,0.968,1473581.125
89,0.979,1499633.875
90,0.990,1507895.75
91,1.001,1506848.375
92,1.012,1501837.75
93,1.023,1503320.875
94,1.034,1495994.875
95,1.045,1490827
96,1.056,1494443.125
97,1.067,1500064.875
98,1.078,1491828.375
99,1.089,1477575.75
100,1.100,1456189.25
101,1.111,1427891.625
102,1.122,1401931.125
103,1.133,1397630.5
104,1.144,1402018.5
105,1.155,1414919.125
106,1.165,1435921.75
107,1.176,1452687.125
108,1.187,1466721.25
109,1.198,1476927.25
110,1.209,1483118.125
111,1.220,1486322.5
112,1.231,1494125.75
113,1.242,1494463.75
114,1.253,1488791.75
115,1.264,1480292.625
116,1.275,1474700.25
117,1.286,1470398.5
118,1.297,1465642.375
119,1.308,1470989.5
120,1.319,1473672.125
121,1.330,1477437.5
122,1.341,1480107.25
123,1.352,1483440.75
124,1.362,1493299.125
125,1.373,1508855.125
126,1.384,1528753.125
127,1.395,1546722.5
128,1.406,1559562.375
129,1.417,1559787.25
130,1.428,1566180.375
131,1.439,1598413.25
132,1.450,1700707.125
133,1.461,1870267
134,1.472,2080950.5
135,1.483,2307899.25
136,1.494,2510343
137,1.505,2419103.75
138,1.516,2489978
139,1.527,2579387.5
140,1.538,2699789.75
141,1.549,2871396.25
142,1.559,3237584.5
143,1.570,3336143.25
144,1.581,3439479
145,1.592,3504262.75
146,1.603,3548485.75
147,1.614,3572639.5
148,1.625,3602659.5
149,1.636,3620320.25
150,1.647,3660982.25
151,1.658,3678580
152,1.669,3692290.5
153,1.680,3681386.75
154,1.691,3678864
155,1.702,3661997.5
156,1.713,3609020.75
157,1.724,3521022
158,1.735,3409892.75
159,1.746,3269105.75
160,1.757,3156736.75
161,1.767,3094094.25
162,1.778,3063034.25
163,1.789,3054406
164,1.800,3059021.75
165,1.811,3064500
166,1.822,3065216.5
167,1.833,3076283.5
168,1.844,3065692.75
169,1.855,3048861.25
170,1.866,3023297.75
171,1.877,2992667.5
172,1.888,2940452
173,1.899,2918546.75
174,1.910,2894865.5
175,1.921,2885461.25
176,1.932,2904146.25
177,1.943,2956680
178,1.954,3006224.25
179,1.964,3083869
180,1.975,3171120
181,1.986,3258468
182,1.997,3368784.25
183,2.008,3515466.5
184,2.019,3671443.75
185,2.030,3835325.75
186,2.041,3996454.25
187,2.052,4140299.25
188,2.063,4290387.5
189,2.074,4471811
190,2.085,4707159
191,2.096,5024101
192,2.107,5401569.5
193,2.118,5811172.5
194,2.129,6211594
195,2.140,6593600.5
196,2.151,6930432
197,2.162,7240830
198,2.172,7530427.5
199,2.183,7792574.5
200,2.194,8014297
201,2.205,8195886.5
202,2.216,8339185
203,2.227,8427309
204,2.238,8542515
205,2.249,8633369
206,2.260,8735176
207,2.271,8823586
208,2.282,8894588
209,2.293,8942589
210,2.304,8962108
211,2.315,8948531
212,2.326,8899693
213,2.337,8843277
214,2.348,8705053
215,2.359,8549012
216,2.369,8358178.5
217,2.380,8123822.5
218,2.391,7918955
219,2.402,7704284.5
220,2.413,7413857
221,2.424,7036257
222,2.435,6624704.5
223,2.446,6194246
224,2.457,5844517
225,2.468,5636780
226,2.479,5540830.5
227,2.490,5491043.5
228,2.501,5392287
229,2.512,5247654
230,2.523,5055652
231,2.534,4813839.5
232,2.545,4574155
233,2.556,4351434.5
234,2.567,4141589.5
235,2.577,3959322.75
236,2.588,3791368
237,2.599,3643234.25
238,2.610,3506118.75
239,2.621,3382085
240,2.632,3265257.75
241,2.643,3178129.25
242,2.654,3084529.5
243,2.665,2998518.5
244,2.676,2913830.25
245,2.687,2820690.5
246,2.698,2723315
247,2.709,2627766.5
248,2.720,2555768.75
249,2.731,2500933.75
250,2.742,2457371.75
251,2.753,2431851.5
252,2.764,2414047.5
253,2.774,2392900.5
254,2.785,2372520.25
255,2.796,2361611.75
256,2.807,2339550.25
257,2.818,2330423.25
258,2.829,2315830.5
259,2.840,2299329.5
260,2.851,2287843
261,2.862,2275851.25
262,2.873,2264456.5
263,2.884,2262889
264,2.895,2269846
265,2.906,2270229.75
266,2.917,2283187.75
267,2.928,2287426.25
268,2.939,2283292
269,2.950,2284570.75
270,2.961,2301874.5
271,2.971,2313954.75
272,2.982,2317059.75
273,2.993,2315439
274,3.004,2303266.75
275,3.015,2281011.5
276,3.026,2273601.25
277,3.037,2286749.75
278,3.048,2318416.25
279,3.059,2353305.75
280,3.070,2390664.5
281,3.081,2445202.5
282,3.092,2587441
283,3.103,2873710.5
284,3.114,3210382.25
285,3.125,3529314.25
