#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_B09-r001.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1209208.125
1,0.016,1222839.5
2,0.027,1228197.625
3,0.038,1484815.5
4,0.049,2008249.75
5,0.060,2528537.25
6,0.071,2845752.5
7,0.082,2865190.25
8,0.093,2487565.75
9,0.104,1879915.875
10,0.115,1396174.125
11,0.126,1148133.25
12,0.137,1091859.75
13,0.147,1115350.5
14,0.158,1160570.125
15,0.169,1195488.875
16,0.180,1220326.75
17,0.191,1237103
18,0.202,1245925.375
19,0.213,1250347
20,0.224,1254328.375
21,0.235,1259933.25
22,0.246,1262240.625
23,0.257,1261637.5
24,0.268,1253140.25
25,0.279,1242692.25
26,0.290,1236490.25
27,0.301,1240832.5
28,0.312,1248756.125
29,0.323,1263738.625
30,0.334,1246995
31,0.345,1138330.25
32,0.355,931741.1875
33,0.366,677944.1875
34,0.377,418630.75
35,0.388,215791.421875
36,0.399,121848.0078125
37,0.410,131054.0703125
38,0.421,210757.140625
39,0.432,334803.4375
40,0.443,483633.5
41,0.454,640153.25
42,0.465,773145.8125
43,0.476,871646
44,0.487,939543.1875
45,0.498,986244.25
46,0.509,1017976.3125
47,0.520,1050843.375
48,0.531,1077484.5
49,0.542,1092572.375
50,0.552,1102757
51,0.563,1109063.625
52,0.574,1108359
53,0.585,1100921.875
54,0.596,1102574.75
55,0.607,1106189.625
56,0.618,1110078.625
57,0.629,1120809.25
58,0.640,1143755.25
59,0.651,1167704.375
60,0.662,1192788.125
61,0.673,1221939.5
62,0.684,1252275.375
63,0.695,1267273.375
64,0.706,1274810.75
65,0.717,1274119.5
66,0.728,1269165.75
67,0.739,1257978.5
68,0.750,1252616.75
69,0.760,1247218.125
70,0.771,1249122.375
71,0.782,1250800.375
72,0.793,1253977.25
73,0.804,1257887.875
74,0.815,1264334.125
75,0.826,1264437.125
76,0.837,1266482.625
77,0.848,1268684.25
78,0.859,1273665.75
79,0.870,1274100.625
80,0.881,1269951.25
81,0.892,1259399.625
82,0.903,1248834
83,0.914,1249793.625
84,0.925,1275206.375
85,0.936,1327314
86,0.947,1388734.125
87,0.957,1451957.5
88,0.968,1497185.75
89,0.979,1516179.25
90,0.990,1508611
91,1.001,1494763.5
92,1.012,1473676.375
93,1.023,1460048.125
94,1.034,1452326.125
95,1.045,1454792.25
96,1.056,1449236.625
97,1.067,1447953.375
98,1.078,1439134
99,1.089,1439087.25
100,1.100,1445205.375
101,1.111,1458875
102,1.122,1467874.625
103,1.133,1476425.125
104,1.144,1473511.75
105,1.155,1467785.75
106,1.165,1462115.25
107,1.176,1457677.375
108,1.187,1453438.125
109,1.198,1443415.5
110,1.209,1420998.125
111,1.220,1396501.75
112,1.231,1378462.125
113,1.242,1369283.625
114,1.253,1367320.375
115,1.264,1383487.5
116,1.275,1402033.875
117,1.286,1422236.875
118,1.297,1436416.75
119,1.308,1458355.625
120,1.319,1469322.5
