#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_Volume_3_15_L-r001.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1181743.625
1,0.016,1213657.125
2,0.027,1214295.25
3,0.038,1460180
4,0.049,1972830.875
5,0.060,2493012.75
6,0.071,2804918.5
7,0.082,2825023.5
8,0.093,2472319.25
9,0.104,1888357.125
10,0.115,1419650.375
11,0.126,1187307.875
12,0.137,1146716.875
13,0.147,1168587.875
14,0.158,1201965.375
15,0.169,1226091.875
16,0.180,1247589
17,0.191,1251652.375
18,0.202,1259408.75
19,0.213,1268998
20,0.224,1278627.5
21,0.235,1289234
22,0.246,1303829.75
23,0.257,1308383.75
24,0.268,1316901.25
25,0.279,1320131.25
26,0.290,1313949.25
27,0.301,1303489
28,0.312,1292357.625
29,0.323,1278217
30,0.334,1253822.75
31,0.345,1156167.875
32,0.355,965903.1875
33,0.366,719444.375
34,0.377,462245.3125
35,0.388,250374.234375
36,0.399,151435.9375
37,0.410,169827.171875
38,0.421,268496.625
39,0.432,421330.5
40,0.443,596860.1875
41,0.454,770924.0625
42,0.465,909276.875
43,0.476,1004579.9375
44,0.487,1062203.125
45,0.498,1104645
46,0.509,1135505.75
47,0.520,1165712.25
48,0.531,1187914.5
49,0.542,1200778.625
50,0.552,1206686.5
51,0.563,1212904.25
52,0.574,1216147.375
53,0.585,1220375.875
54,0.596,1218595.5
55,0.607,1206204.75
56,0.618,1194534.5
57,0.629,1180709.5
58,0.640,1174742.625
59,0.651,1180925.375
60,0.662,1197917.625
61,0.673,1216651
62,0.684,1236168.125
63,0.695,1247437.875
64,0.706,1255719.625
65,0.717,1262301.875
66,0.728,1265471
67,0.739,1269669.875
68,0.750,1268930.375
69,0.760,1259733.375
70,0.771,1250893.875
71,0.782,1246511
72,0.793,1242112
73,0.804,1247765.25
74,0.815,1256440.375
75,0.826,1258225
76,0.837,1266003.375
77,0.848,1280822.375
78,0.859,1287098.375
79,0.870,1300067.375
80,0.881,1310189.5
81,0.892,1312143.75
82,0.903,1312625.75
83,0.914,1318817.375
84,0.925,1329971.625
85,0.936,1353768.375
86,0.947,1380733.75
87,0.957,1422374.625
88,0.968,1464165.25
89,0.979,1499343.5
90,0.990,1522835.25
91,1.001,1538409.25
92,1.012,1533118.5
93,1.023,1530146.5
94,1.034,1523401.5
95,1.045,1515996.125
96,1.056,1512298.625
97,1.067,1510702.875
98,1.078,1505766.125
99,1.089,1507806.875
100,1.100,1510984.375
101,1.111,1508228.25
102,1.122,1511754.375
103,1.133,1514209.25
104,1.144,1521847
105,1.155,1525319.125
106,1.165,1532644.375
107,1.176,1535650.875
108,1.187,1537987
109,1.198,1535057.75
110,1.209,1535839.5
111,1.220,1529019
112,1.231,1512309.375
113,1.242,1489471.625
114,1.253,1456216.625
115,1.264,1430548.25
116,1.275,1412232.75
117,1.286,1413823.5
118,1.297,1426358.5
119,1.308,1447161.375
120,1.319,1472063.25
121,1.330,1491757.375
122,1.341,1507002.125
123,1.352,1514321.75
124,1.362,1532109.875
125,1.373,1549328.375
126,1.384,1578926.25
127,1.395,1608939.5
128,1.406,1638126.25
129,1.417,1656808.375
130,1.428,1678998.5
131,1.439,1726955.375
132,1.450,1839489.125
133,1.461,2018425.375
134,1.472,2230285.5
135,1.483,2443800.75
136,1.494,2638487.5
137,1.505,2794142.5
138,1.516,2911991.25
139,1.527,3039248.75
140,1.538,3163671.25
141,1.549,3286214
142,1.559,3374774
143,1.570,3442058.5
144,1.581,3475033.25
145,1.592,3500345.75
146,1.603,3500034.5
147,1.614,3502842.25
148,1.625,3533648.5
149,1.636,3582054.25
150,1.647,3620130.5
151,1.658,3652027.5
152,1.669,3664104.25
153,1.680,3659458.75
154,1.691,3618283.5
