#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_B10-r001.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1233447
1,0.016,1242520.375
2,0.027,1254906.25
3,0.038,1487261.5
4,0.049,1955246.5
5,0.060,2422076.25
6,0.071,2689999.25
7,0.082,2691646.25
8,0.093,2332131
9,0.104,1780324.75
10,0.115,1337679.625
11,0.126,1123433
12,0.137,1080242.375
13,0.147,1110566.125
14,0.158,1152665.125
15,0.169,1189632.875
16,0.180,1210283.125
17,0.191,1223092.375
18,0.202,1221110
19,0.213,1212081.25
20,0.224,1197664.5
21,0.235,1183598.375
22,0.246,1172627.125
23,0.257,1169443.625
24,0.268,1179997.75
25,0.279,1196691.25
26,0.290,1217255.875
27,0.301,1234021.375
28,0.312,1253479
29,0.323,1266618.625
30,0.334,1243175.75
31,0.345,1122465.75
32,0.355,908034.9375
33,0.366,643693.375
34,0.377,379250.5
35,0.388,174674.8125
36,0.399,84855.7890625
37,0.410,89027.546875
38,0.421,147437.734375
39,0.432,246493.453125
40,0.443,377590.5
41,0.454,520940.1875
42,0.465,657648.375
43,0.476,775321.5
44,0.487,861928.6875
45,0.498,923622.8125
46,0.509,970104.0625
47,0.520,1007954.0625
48,0.531,1031867.4375
49,0.542,1045448.5625
50,0.552,1048755.75
51,0.563,1050581.375
52,0.574,1051303.625
53,0.585,1059328.375
54,0.596,1082751.375
55,0.607,1108910.375
56,0.618,1134399.25
57,0.629,1161381.375
58,0.640,1185260
59,0.651,1200148.75
60,0.662,1222838.75
61,0.673,1249300.25
62,0.684,1268818.375
63,0.695,1273655.25
64,0.706,1268353.5
65,0.717,1252777.75
66,0.728,1236888.125
67,0.739,1230089.5
68,0.750,1232874
69,0.760,1243578.75
70,0.771,1250822.375
71,0.782,1255119.25
72,0.793,1264129.875
73,0.804,1274101.5
74,0.815,1278579.75
75,0.826,1281825.625
76,0.837,1281584.25
77,0.848,1268108.875
78,0.859,1252500.625
79,0.870,1232879.25
80,0.881,1222205
81,0.892,1213264.25
82,0.903,1229486.75
83,0.914,1271252.375
84,0.925,1340516.25
85,0.936,1418369.375
86,0.947,1509208.375
87,0.957,1574588.875
88,0.968,1611760.125
89,0.979,1618015.125
90,0.990,1615752.375
91,1.001,1577360.75
92,1.012,1535925.25
93,1.023,1492074.875
94,1.034,1458806.5
95,1.045,1426841.25
96,1.056,1427640.375
97,1.067,1433941.25
98,1.078,1450564.875
99,1.089,1464003.125
100,1.100,1482606.875
101,1.111,1493876
102,1.122,1503818.875
103,1.133,1504663.5
104,1.144,1507118.875
105,1.155,1500740
106,1.165,1488407.125
107,1.176,1466365.25
108,1.187,1445438.875
109,1.198,1421964.75
110,1.209,1413788.25
111,1.220,1419766.375
112,1.231,1436638.875
113,1.242,1454215.75
114,1.253,1468643.625
115,1.264,1468872.875
116,1.275,1465132.625
117,1.286,1463993.875
118,1.297,1464196.25
119,1.308,1469710.875
120,1.319,1472914.375
121,1.330,1476370.875
122,1.341,1475667.5
123,1.352,1477378.875
124,1.362,1483434.375
125,1.373,1504534.875
126,1.384,1531057.875
127,1.395,1564419.25
128,1.406,1599097.875
129,1.417,1640675.5
130,1.428,1682806
131,1.439,1745733.75
132,1.450,1861339.625
133,1.461,2027409.25
134,1.472,2211671.25
135,1.483,2363944.75
136,1.494,2416686.25
137,1.505,2338283.5
138,1.516,2202625.5
139,1.527,2064835.875
140,1.538,2026584
141,1.549,2189689.5
142,1.559,2596959
143,1.570,3157000
144,1.581,3771635.5
145,1.592,4261569
146,1.603,4524718.5
147,1.614,4539024.5
148,1.625,4382396
149,1.636,4134523.25
150,1.647,3963367
151,1.658,3803532.75
152,1.669,3684419.75
153,1.680,3608306.25
154,1.691,3572473
155,1.702,3517943.25
156,1.713,3492558.75
157,1.724,3485711
158,1.735,3465946.5
159,1.746,3463936.5
160,1.757,3466442.5
161,1.767,3491243.5
162,1.778,3463112
163,1.789,3422210.25
164,1.800,3334503
165,1.811,3217730.25
166,1.822,3094287
167,1.833,3006117.75
168,1.844,2934208.5
169,1.855,2909366
170,1.866,2922767.25
171,1.877,2952220.25
172,1.888,2972937.25
173,1.899,2999438.25
174,1.910,3003408.75
175,1.921,2992083
176,1.932,2995149.25
177,1.943,3004806.25
178,1.954,3016758.5
179,1.964,3039327
180,1.975,3075403
181,1.986,3112128.25
182,1.997,3193073.25
183,2.008,3320550
184,2.019,3469172.5
185,2.030,3664916.5
186,2.041,3873333
187,2.052,4072497.5
188,2.063,4280230.5
189,2.074,4521077.5
190,2.085,4742354.5
191,2.096,5020522.5
192,2.107,5298398
193,2.118,5551659.5
194,2.129,5777396
195,2.140,5991073.5
196,2.151,6179625
197,2.162,6418495
198,2.172,6736312
199,2.183,7090771.5
200,2.194,7462659
201,2.205,7842038.5
202,2.216,8174617
203,2.227,8430889
204,2.238,8669924
205,2.249,8844695
