#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_Volume_6_30_H-r002.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1224132.625
1,0.016,1244356.125
2,0.027,1250752.75
3,0.038,1477601.5
4,0.049,1974229.625
5,0.060,2496507
6,0.071,2814817.75
7,0.082,2843778.75
8,0.093,2503641.5
9,0.104,1922560
10,0.115,1432501
11,0.126,1177306.875
12,0.137,1108084.375
13,0.147,1113524.375
14,0.158,1136971.875
15,0.169,1154557.875
16,0.180,1178595.75
17,0.191,1200184
18,0.202,1217178.625
19,0.213,1232861.875
20,0.224,1249853
21,0.235,1265900.375
22,0.246,1286086.375
23,0.257,1301173.5
24,0.268,1316825.125
25,0.279,1329726.125
26,0.290,1329962.875
27,0.301,1323422.375
28,0.312,1319116.625
29,0.323,1313264.125
30,0.334,1291549.125
31,0.345,1180359
32,0.355,965609.375
33,0.366,697903.75
34,0.377,421936.1875
35,0.388,193531
36,0.399,82264.8828125
37,0.410,77376.9453125
38,0.421,131478.953125
39,0.432,228768.421875
40,0.443,352884.65625
41,0.454,487421.6875
42,0.465,616982.5625
43,0.476,726576.9375
44,0.487,807091.6875
45,0.498,877948
46,0.509,944422.25
47,0.520,1000870.5
48,0.531,1048368.6875
49,0.542,1089412.125
50,0.552,1114122.625
51,0.563,1130749.375
52,0.574,1146199.625
53,0.585,1155397.625
54,0.596,1155883.625
55,0.607,1159558.5
56,0.618,1155656.875
57,0.629,1157806
58,0.640,1167021.25
59,0.651,1184256.125
60,0.662,1202822.625
61,0.673,1227422.625
62,0.684,1246673.25
63,0.695,1262552.375
64,0.706,1267324.625
65,0.717,1271887.875
66,0.728,1269516.125
67,0.739,1260330.875
68,0.750,1249257
69,0.760,1238621.5
70,0.771,1214221.375
71,0.782,1197233
72,0.793,1186811.5
73,0.804,1186297.875
74,0.815,1191298.375
75,0.826,1205477.375
76,0.837,1216857.625
77,0.848,1232722
78,0.859,1248249.875
79,0.870,1255695.125
80,0.881,1258838.125
81,0.892,1263445.25
82,0.903,1262619.5
83,0.914,1272014.625
84,0.925,1309441.5
85,0.936,1366858.375
86,0.947,1430322.625
87,0.957,1497861.5
88,0.968,1545776.875
89,0.979,1573905.375
90,0.990,1571049.875
91,1.001,1559296.25
92,1.012,1544787.5
93,1.023,1534989.875
94,1.034,1522622.625
95,1.045,1522224
96,1.056,1520687
97,1.067,1510952.625
98,1.078,1494874
99,1.089,1472504.25
100,1.100,1445596.25
101,1.111,1420320.875
102,1.122,1404095.5
103,1.133,1411709
104,1.144,1430980.75
105,1.155,1451096.125
106,1.165,1475229.5
107,1.176,1499670.125
108,1.187,1504668.875
109,1.198,1510471.75
110,1.209,1511990
111,1.220,1513614.875
112,1.231,1504542.125
113,1.242,1502159.5
114,1.253,1492303.125
115,1.264,1485211.25
116,1.275,1473565.375
117,1.286,1468640
118,1.297,1462142.375
119,1.308,1467756.625
120,1.319,1472671.125
121,1.330,1473163.125
122,1.341,1481531.25
123,1.352,1484307
124,1.362,1494847.75
125,1.373,1509659.625
126,1.384,1525294.375
127,1.395,1533786.25
128,1.406,1539456.625
129,1.417,1543793.5
130,1.428,1563948.25
131,1.439,1625525.25
132,1.450,1764384
133,1.461,1968366.375
134,1.472,2203818.25
135,1.483,2433109.5
136,1.494,2640086.75
137,1.505,2783503.25
138,1.516,2897327
139,1.527,2999336.75
140,1.538,3125778.5
141,1.549,3249095.25
142,1.559,3381834.5
143,1.570,3500275.5
144,1.581,3593037
145,1.592,3650409.75
146,1.603,3686441.75
147,1.614,3680889.75
148,1.625,3677500.5
149,1.636,3688959.25
150,1.647,3690425.5
151,1.658,3675352
152,1.669,3675097.75
153,1.680,3650873
154,1.691,3614753
155,1.702,3578962.25
156,1.713,3524516.5
157,1.724,3426333.25
158,1.735,3331811.75
159,1.746,3227904.25
160,1.757,3159090.25
161,1.767,3121054.25
