#"+ESI MRM Frag=135.0V CID@10.0 (466.2 -> 325.3) 20230111_Volume_5_25_H-r001.d "
#Point,X(Minutes),Y(Counts)
0,0.005,1159672.875
1,0.016,1267647.125
2,0.027,1230329
3,0.038,1464077.25
4,0.049,1956255.5
5,0.060,2455603.25
6,0.071,2758717.75
7,0.082,2783806.5
8,0.093,2440989.25
9,0.104,1876205.75
10,0.115,1407876.125
11,0.126,1177956.625
12,0.137,1124079.625
13,0.147,1145448
14,0.158,1179057.5
15,0.169,1204582.5
16,0.180,1219731.875
17,0.191,1235121
18,0.202,1245930.125
19,0.213,1259544.375
20,0.224,1270849.25
21,0.235,1288408.75
22,0.246,1299766.625
23,0.257,1308009
24,0.268,1315670.625
25,0.279,1322518.375
26,0.290,1314967
27,0.301,1305753.875
28,0.312,1292196.5
29,0.323,1278136.625
30,0.334,1251467.125
31,0.345,1141459
32,0.355,932382.25
33,0.366,675892.5
34,0.377,413436.875
35,0.388,195074.828125
36,0.399,95626.109375
37,0.410,102006.625
38,0.421,173311.40625
39,0.432,288914.90625
40,0.443,437426.03125
41,0.454,594781.9375
42,0.465,743170.875
43,0.476,860961.1875
44,0.487,949782.6875
45,0.498,1015572.6875
46,0.509,1068484
47,0.520,1107608
48,0.531,1143336.75
49,0.542,1163511.75
50,0.552,1176671.5
51,0.563,1188635
52,0.574,1196313.5
53,0.585,1196515.625
54,0.596,1200187.5
55,0.607,1195694
56,0.618,1183067.5
57,0.629,1178504.625
58,0.640,1175648.375
59,0.651,1179101.5
60,0.662,1214245.625
61,0.673,1243326.375
62,0.684,1268675.875
63,0.695,1291426.75
64,0.706,1304819.875
65,0.717,1293448.375
66,0.728,1294945.625
67,0.739,1294855.625
68,0.750,1294245.25
69,0.760,1279774.375
70,0.771,1273526.375
71,0.782,1265233.375
72,0.793,1258254.375
73,0.804,1257238.75
74,0.815,1266540
75,0.826,1266770.5
76,0.837,1269408.125
77,0.848,1271961.5
78,0.859,1281053.875
79,0.870,1292417
80,0.881,1301000.875
81,0.892,1309310.125
82,0.903,1318034.625
83,0.914,1315737.125
84,0.925,1323222.875
85,0.936,1355699.875
86,0.947,1399388.625
87,0.957,1443766
88,0.968,1484568
89,0.979,1515706.875
90,0.990,1518581.5
91,1.001,1515127.5
92,1.012,1501491.625
93,1.023,1493533.125
94,1.034,1483278.375
95,1.045,1474951.25
96,1.056,1474446.875
97,1.067,1479963.25
98,1.078,1480020
99,1.089,1471232.375
100,1.100,1471183.625
101,1.111,1466760.125
102,1.122,1468115.75
103,1.133,1476417.5
104,1.144,1492312.125
105,1.155,1493871.75
106,1.165,1501042.875
107,1.176,1511408
108,1.187,1521327.125
109,1.198,1529181.75
110,1.209,1539708.375
111,1.220,1544413.375
112,1.231,1538287
113,1.242,1520389.5
114,1.253,1490574.375
115,1.264,1457701.75
116,1.275,1433698.375
117,1.286,1417320.875
118,1.297,1418345.5
119,1.308,1439830.875
120,1.319,1462330.375
121,1.330,1472413.25
122,1.341,1494561.25
123,1.352,1511223.5
124,1.362,1522798.25
125,1.373,1542459.625
126,1.384,1570672
127,1.395,1593868.25
128,1.406,1617353.5
129,1.417,1647292
130,1.428,1679154
131,1.439,1743645.625
132,1.450,1867197.625
133,1.461,2045990.125
134,1.472,2245885.25
135,1.483,2454790.75
136,1.494,2639101.75
137,1.505,2778566
138,1.516,2915882.75
139,1.527,3064793.5
140,1.538,3205882.5
141,1.549,3341728
142,1.560,3447464.5
143,1.570,3511265
144,1.581,3524126.25
145,1.592,3536400
146,1.603,3537058.75
147,1.614,3559483.25
148,1.625,3593092
149,1.636,3669120
150,1.647,3725156.75
151,1.658,3757997.75
152,1.669,3771391.75
153,1.680,3762617.5
154,1.691,3727204.5
155,1.702,3691068
156,1.713,3656716.75
157,1.724,3591721.25
158,1.735,3520251.25
159,1.746,3450058.5
160,1.757,3400449.75
161,1.767,3369185
162,1.778,3359963.5
163,1.789,3347333.25
164,1.800,3332330.25
165,1.811,3305084.5
166,1.822,3270177.5
167,1.833,3243988
168,1.844,3187032.75
169,1.855,3143147.5
170,1.866,3080640.25
171,1.877,3004476.25
172,1.888,2913784.75
173,1.899,2854774
174,1.910,2795926.25
175,1.921,2771969.5
176,1.932,2776845.75
177,1.943,2825421.25
178,1.954,2896511.5
179,1.964,2973692.25
180,1.975,3061279
181,1.986,3169901.75
182,1.997,3274041.25
183,2.008,3381514.75
184,2.019,3520593.25
185,2.030,3659943.25
186,2.041,3822295.25
187,2.052,4000971.75
188,2.063,4197963
189,2.074,4412309
190,2.085,4682294.5
191,2.096,4970741
192,2.107,5320650
193,2.118,5685972
194,2.129,6065303.5
195,2.140,6441183
196,2.151,6784655
197,2.162,7094768
198,2.172,7386975
199,2.183,7638978
200,2.194,7795451
201,2.205,7920496
202,2.216,8000620
203,2.227,8077728
204,2.238,8161673.5
205,2.249,8318400
206,2.260,8481862
207,2.271,8619169
208,2.282,8722317
209,2.293,8797438
210,2.304,8815471
211,2.315,8809190
212,2.326,8807044
213,2.337,8772728
214,2.348,8684400
215,2.359,8618843
216,2.369,8483022
217,2.380,8330957.5
218,2.391,8145095.5
219,2.402,7874228
220,2.413,7382348
221,2.424,6816586.5
222,2.435,6178095
223,2.446,5593861.5
224,2.457,5186084
225,2.468,5001061.5
226,2.479,4933300
227,2.490,4881537.5
228,2.501,4818764.5
229,2.512,4665346.5
230,2.523,4444757
231,2.534,4183087.75
232,2.545,3952905.5
233,2.556,3730191
234,2.567,3566797.75
235,2.577,3470863.25
236,2.588,3398742.75
237,2.599,3323764
238,2.610,3254075
239,2.621,3178287
240,2.632,3073310.5
241,2.643,2980160.25
242,2.654,2893396.75
243,2.665,2811784.25
244,2.676,2727203.5
245,2.687,2653614.5
246,2.698,2580028.25
247,2.709,2512002.75
248,2.720,2454739.25
249,2.731,2407277.75
250,2.742,2380008.75
251,2.753,2352510.5
252,2.764,2330903.75
253,2.774,2302996.75
254,2.785,2293089.5
255,2.796,2275034.5
256,2.807,2264127.25
257,2.818,2246319.75
258,2.829,2220194.5
259,2.840,2195197.5
260,2.851,2167447.5
261,2.862,2152861.75
262,2.873,2159074.75
263,2.884,2169851.75
264,2.895,2169297.5
265,2.906,2191457.5
266,2.917,2195435
267,2.928,2194861
268,2.939,2238981.5
269,2.950,2257760.75
270,2.961,2264527
271,2.972,2272729.5
272,2.982,2269308.75
273,2.993,2230615.25
274,3.004,2232224
275,3.015,2234861.25
276,3.026,2242636.25
277,3.037,2266140.25
278,3.048,2306401.75
279,3.059,2344547
280,3.070,2400528.5
281,3.081,2568643.75
282,3.092,2890173
283,3.103,3144462.25
284,3.114,3356076.5
285,3.125,3538053.25
286,3.136,3620593.25
287,3.147,3591523.5
288,3.158,3661537.25
289,3.169,3739559
290,3.179,3750357.75
291,3.190,3724215.25
292,3.201,3673190.25
293,3.212,3602460.5
294,3.223,3519520
295,3.234,3447582
296,3.245,3366821.25
297,3.256,3288503.25
298,3.267,3197181
299,3.278,3112432.75
300,3.289,3049300.5
301,3.300,2999477.25
302,3.311,2981523
303,3.322,2989142.5
304,3.333,3002050.5
305,3.344,3014999.25
306,3.355,3027156.75
307,3.366,3025189.25
308,3.376,3021568
309,3.387,3022283.5
310,3.398,3029789
311,3.409,3044451.5
312,3.420,3062143
313,3.431,3077492.75
314,3.442,3079786.5
315,3.453,3068056.25
316,3.464,3042857.75
317,3.475,3022657.25
318,3.486,2992695.5
319,3.497,2972070
320,3.508,2962944
321,3.519,2962788.75
322,3.530,2935453
323,3.541,2898190
324,3.552,2848880.5
325,3.563,2808417.25
326,3.574,2803241.5
327,3.584,2834729.25
328,3.595,2908190.25
329,3.606,2980016.5
330,3.617,3042032.75
331,3.628,3074026.75
332,3.639,3095208.5
333,3.650,3093870
334,3.661,3095560.5
335,3.672,3098056.25
336,3.683,3084846.25
337,3.694,3061680.25
